text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 18:04,FALSE,NA,5.26072E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",India_Waale,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 17:54,FALSE,NA,5.26069E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iamjpd,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 17:48,FALSE,NA,5.26068E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sheks25,60,TRUE,FALSE,NA,NA
@imkuldeep18 @KKRiders hello boss yeah match kis channel pe live aa rahe...,FALSE,0,imkuldeep18,10/25/2014 17:15,FALSE,5.26056E+17,5.26059E+17,2440051333,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SRIKANTHREDDY98,0,FALSE,FALSE,NA,NA
"RT @imkuldeep18: @KKRiders Neymar, what a talent, genius in the first half.#BarcaVsRealMadrid #ElClasico Ì†ΩÌ∏äÌ†ΩÌ∏ä",FALSE,0,NA,10/25/2014 17:03,FALSE,NA,5.26056E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",urshashmi,3,TRUE,FALSE,NA,NA
@imkuldeep18 @KKRiders *Kuldeep,FALSE,0,imkuldeep18,10/25/2014 17:02,FALSE,5.26056E+17,5.26056E+17,2440051333,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prachi_sharma9,0,FALSE,FALSE,NA,NA
@imkuldeep18 @KKRiders Btw Good luck Kuldeel,FALSE,0,imkuldeep18,10/25/2014 17:02,FALSE,5.26056E+17,5.26056E+17,2440051333,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prachi_sharma9,0,FALSE,FALSE,NA,NA
@imkuldeep18 @KKRiders True that...,FALSE,0,imkuldeep18,10/25/2014 17:01,FALSE,5.26056E+17,5.26056E+17,2440051333,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prachi_sharma9,0,FALSE,FALSE,NA,NA
"RT @KKRiders: Smashing innings by GG, @GautamGambhir, in his Duleep Trophy match - 167 runs!
Well played, Captain!",FALSE,0,NA,10/25/2014 17:01,FALSE,NA,5.26056E+17,NA,"<a href=""http://www.samsungmobile.com"" rel=""nofollow"">Samsung Mobile</a>",SamiulSheikh2,41,TRUE,FALSE,NA,NA
@imkuldeep18 @kkriders all the 2 u 4 game vs SL DO  the best #ChinaMan,FALSE,0,imkuldeep18,10/25/2014 17:00,FALSE,5.26056E+17,5.26056E+17,2440051333,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",IamKetan_Kumar,0,FALSE,FALSE,NA,NA
"RT @imkuldeep18: @KKRiders Neymar, what a talent, genius in the first half.#BarcaVsRealMadrid #ElClasico Ì†ΩÌ∏äÌ†ΩÌ∏ä",FALSE,0,NA,10/25/2014 16:59,FALSE,NA,5.26056E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SamSohel42,3,TRUE,FALSE,NA,NA
"@KKRiders Neymar, what a talent, genius in the first half.#BarcaVsRealMadrid #ElClasico Ì†ΩÌ∏äÌ†ΩÌ∏ä",FALSE,6,KKRiders,10/25/2014 16:59,FALSE,NA,5.26056E+17,23592970,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imkuldeep18,3,FALSE,FALSE,NA,NA
"RT @VenkyMysore: On behalf @KKRiders, Happy Diwali to all. This year Happy New Year wishes @HNY also coming early!! Hope everyone enjoys #I‚Ä¶",FALSE,0,NA,10/25/2014 16:51,FALSE,NA,5.26053E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",ImranTanmay,90,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 16:32,FALSE,NA,5.26049E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",waa3d_,60,TRUE,FALSE,NA,NA
@reana_mp @KKRiders @GautamGambhir GG is the best captain for #KKR,FALSE,0,reana_mp,10/25/2014 16:10,FALSE,5.26042E+17,5.26043E+17,2851763479,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",iamabhishek555,0,FALSE,FALSE,NA,NA
@KKRiders @GautamGambhir Gauti you rock! The best Captain everr :)),FALSE,0,KKRiders,10/25/2014 16:07,FALSE,5.25885E+17,5.26042E+17,23592970,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",reana_mp,0,FALSE,FALSE,NA,NA
"RT @KKRiders: Smashing innings by GG, @GautamGambhir, in his Duleep Trophy match - 167 runs!
Well played, Captain!",FALSE,0,NA,10/25/2014 16:06,FALSE,NA,5.26042E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",reana_mp,41,TRUE,FALSE,NA,NA
"RT @KKRiders: Smashing innings by GG, @GautamGambhir, in his Duleep Trophy match - 167 runs!
Well played, Captain!",FALSE,0,NA,10/25/2014 16:01,FALSE,NA,5.26041E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",United_KKR,41,TRUE,FALSE,NA,NA
"RT @VenkyMysore: On behalf @KKRiders, Happy Diwali to all. This year Happy New Year wishes @HNY also coming early!! Hope everyone enjoys #I‚Ä¶",FALSE,0,NA,10/25/2014 15:58,FALSE,NA,5.2604E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",KKR_FanClub,90,TRUE,FALSE,NA,NA
"RT @VenkyMysore: On behalf @KKRiders, Happy Diwali to all. This year Happy New Year wishes @HNY also coming early!! Hope everyone enjoys #I‚Ä¶",FALSE,0,NA,10/25/2014 15:52,FALSE,NA,5.26039E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KKamleshJain,90,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 15:36,FALSE,NA,5.26034E+17,NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume¬†for¬†Android</a>",Chaudharyashu4u,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 15:26,FALSE,NA,5.26032E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SRKismyPAPA,60,TRUE,FALSE,NA,NA
@pavnimittal @HNY @iamsrk @MandviSharma @KKRiders Thanks :),FALSE,0,pavnimittal,10/25/2014 15:22,FALSE,5.26019E+17,5.26031E+17,70194576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NidaKabir,0,FALSE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 15:04,FALSE,NA,5.26027E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kiing143,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 15:04,FALSE,NA,5.26026E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",sunniksunnik,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:54,FALSE,NA,5.26024E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",srkdhonifan,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:54,FALSE,NA,5.26024E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HappyNewRafiq,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:49,FALSE,NA,5.26023E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DeepParikh8,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:38,FALSE,NA,5.2602E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThePagalSrkian,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:38,FALSE,NA,5.2602E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",itsNaCool,60,TRUE,FALSE,NA,NA
@NidaKabir @HNY @iamsrk @MandviSharma @KKRiders only outside india! you can watch the one posted by ibnlive or first biz ;),FALSE,0,NidaKabir,10/25/2014 14:36,FALSE,5.2601E+17,5.26019E+17,861535081,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavnimittal,0,FALSE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:30,FALSE,NA,5.26018E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JabTakHaiKhan,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:28,FALSE,NA,5.26017E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lovable_anki,60,TRUE,FALSE,NA,NA
RT @growsocialin: Congratulations! to #KKR and #SRK for becoming once again Champions Of #IPL7 #IPL2014  @iamsrk @KKRiders from http://t.co‚Ä¶,FALSE,0,NA,10/25/2014 14:20,FALSE,NA,5.26016E+17,NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",philongpro9,76,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 14:08,FALSE,NA,5.26012E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Arjun_HNY,60,TRUE,FALSE,NA,NA
@pavnimittal @HNY @iamsrk @MandviSharma @KKRiders The vid is blocked. Please make it available,FALSE,0,pavnimittal,10/25/2014 13:59,FALSE,5.26E+17,5.2601E+17,70194576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NidaKabir,0,FALSE,FALSE,NA,NA
@Farzu5 @SRKUniverse @HNY @iamsrk @MandviSharma @KKRiders are you in India?,FALSE,0,Farzu5,10/25/2014 13:59,FALSE,5.26003E+17,5.2601E+17,2258932132,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavnimittal,0,FALSE,FALSE,NA,NA
@iamShaniera @KKRiders @wasimakramlive @ZairNGents @Nabila_Express cool,FALSE,0,iamShaniera,10/25/2014 13:54,FALSE,5.25211E+17,5.26009E+17,1591593414,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hitu_i2c,0,FALSE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:53,FALSE,NA,5.26009E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iam_shehzad,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:49,FALSE,NA,5.26008E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PhilipPicinich,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:46,FALSE,NA,5.26007E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iKnightSRK,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:43,FALSE,NA,5.26006E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrandStoryboard,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:41,FALSE,NA,5.26006E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",shahyashshahya1,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:41,FALSE,NA,5.26006E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ilmuddin,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:40,FALSE,NA,5.26005E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zam00,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:39,FALSE,NA,5.26005E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iamdawar,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:38,FALSE,NA,5.26005E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",iammsk,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:37,FALSE,NA,5.26005E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MagyEshak,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:37,FALSE,NA,5.26005E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iMohitR,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:36,FALSE,NA,5.26004E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",crazzyluvsrk,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:35,FALSE,NA,5.26004E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NextToSRK,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:34,FALSE,NA,5.26004E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rudra_ms,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:34,FALSE,NA,5.26004E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",pranavdi,60,TRUE,FALSE,NA,NA
@pavnimittal @SRKUniverse @HNY @iamsrk @MandviSharma @KKRiders i want to watch the interview but i cannot. It wont let me,FALSE,0,pavnimittal,10/25/2014 13:32,FALSE,5.26E+17,5.26003E+17,70194576,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Farzu5,0,FALSE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:31,FALSE,NA,5.26003E+17,NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",TwITLiKeAKinG,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:31,FALSE,NA,5.26003E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SRKUniverseEG,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:30,FALSE,NA,5.26003E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rohitrock97,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:30,FALSE,NA,5.26003E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",___voices___,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:30,FALSE,NA,5.26003E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iamask9,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:29,FALSE,NA,5.26003E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",PreetiChhabra5,60,TRUE,FALSE,NA,NA
RT @pavnimittal: hear @HNY has broken BO records.good time to #plug my @iamsrk intvw where he talks business https://t.co/oqTKq6DGEg @Mandv‚Ä¶,FALSE,0,NA,10/25/2014 13:29,FALSE,NA,5.26003E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",imaakashagarwal,60,TRUE,FALSE,NA,NA
